# Date : 2017-07-06
# Equipment : MACSQuant (Bjorkman lab)
# User: sbarnes
# Description :
# LacI titration with operators Onew201, Onew204, Onew205, Onew207
# and 7 different RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# Comments :
# Things looks fine. Flow rate was slow (approx 1000-2000/sec)
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20170725,sbarnes,007,-15.64,auto,0,0.0,1359.1474341363553,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,0.0,8222.218427811205,6863.07099367485,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,0.0,1387.419914306092,28.27248016973681,0.004119508627521603
20170725,sbarnes,007,-15.64,auto,0,0.1,1326.3662175147,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,0.1,8326.267906220915,6999.901688706215,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,0.1,1344.3547502284748,17.988532713774703,0.002569826479534387
20170725,sbarnes,007,-15.64,auto,0,5.0,1337.8848323381196,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,5.0,7951.112215645254,6613.227383307134,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,5.0,1315.9867436435097,-21.898088694609896,-0.003311255976149293
20170725,sbarnes,007,-15.64,auto,0,10.0,1302.5882904971154,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,10.0,7648.23589986192,6345.647609364805,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,10.0,1364.2840818721818,61.69579137506639,0.009722536638185949
20170725,sbarnes,007,-15.64,auto,0,25.0,1328.1933103488266,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,25.0,8598.808990330117,7270.615679981291,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,25.0,1788.2993546094467,460.10604426062014,0.06328295491225912
20170725,sbarnes,007,-15.64,auto,0,50.0,1286.9368738140495,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,50.0,7782.744861768368,6495.807987954318,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,50.0,2202.396952849062,915.4600790350125,0.140930902011362
20170725,sbarnes,007,-15.64,auto,0,75.0,1342.6027611747445,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,75.0,8583.543226356935,7240.94046518219,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,75.0,3120.139495456541,1777.5367342817967,0.24548423548419163
20170725,sbarnes,007,-15.64,auto,0,100.0,1328.428279472884,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,100.0,8337.604692882263,7009.176413409379,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,100.0,3490.8972747252255,2162.4689952523413,0.30851969870743784
20170725,sbarnes,007,-15.64,auto,0,250.0,1278.352576803559,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,250.0,8274.396043822424,6996.043467018865,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,250.0,4985.455241700189,3707.10266489663,0.5298855963907112
20170725,sbarnes,007,-15.64,auto,0,500.0,1280.9322604523409,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,500.0,8067.721397106181,6786.789136653841,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,500.0,5852.762478779009,4571.830218326668,0.673636697158498
20170725,sbarnes,007,-15.64,auto,0,1000.0,1294.4151514321547,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,1000.0,7500.527950464973,6206.112799032819,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,1000.0,6480.546533366694,5186.13138193454,0.8356489077579711
20170725,sbarnes,007,-15.64,auto,0,5000.0,1289.7966424316166,0.0,0.0
20170725,sbarnes,007,-15.64,delta,0,5000.0,8127.475270059666,6837.67862762805,1.0
20170725,sbarnes,007,-15.64,RBS1027,130,5000.0,8531.669777728888,7241.873135297272,1.059112826103884
