# Date : 2017-07-25
# Equipment : MACSQuant (Bjorkman lab)
# User: sbarnes
# Description :
# LacI titration with operators Onew007 and Onew 010
# and RBS1027
# Comments :
# Things looks fine. Flow rate was good (~20,000 events/sec for flow facility
# cytometer).
date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20170725,sbarnes,010,-10.13,auto,0,0.0,1359.1474341363553,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,0.0,5007.962544190206,3648.8151100538507,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,0.0,1978.8105378294877,619.6631036931324,0.1698258434596285
20170725,sbarnes,010,-10.13,auto,0,0.1,1326.3662175147,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,0.1,4847.862077499929,3521.495859985229,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,0.1,1981.4905686998704,655.1243511851703,0.18603581467448277
20170725,sbarnes,010,-10.13,auto,0,5.0,1337.8848323381196,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,5.0,4287.662764898978,2949.777932560858,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,5.0,2267.9959150197724,930.1110826816528,0.31531562847992906
20170725,sbarnes,010,-10.13,auto,0,10.0,1302.5882904971154,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,10.0,4634.641611162313,3332.0533206651976,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,10.0,2849.3906049492816,1546.8023144521662,0.46421895617905923
20170725,sbarnes,010,-10.13,auto,0,25.0,1328.1933103488266,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,25.0,4861.5070228514405,3533.313712502614,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,25.0,4468.39013038791,3140.196820039084,0.8887398842982756
20170725,sbarnes,010,-10.13,auto,0,50.0,1286.9368738140495,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,50.0,4629.991215169465,3343.054341355416,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,50.0,4487.969046156529,3201.0321723424795,0.9575172418659056
20170725,sbarnes,010,-10.13,auto,0,75.0,1342.6027611747445,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,75.0,5108.013028081402,3765.4102669066574,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,75.0,5118.323893480977,3775.7211323062324,1.0027383112778427
20170725,sbarnes,010,-10.13,auto,0,100.0,1328.428279472884,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,100.0,4717.963458235616,3389.5351787627314,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,100.0,4424.2596732114935,3095.831393738609,0.9133498342591825
20170725,sbarnes,010,-10.13,auto,0,250.0,1278.352576803559,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,250.0,4696.1995280875535,3417.8469512839947,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,250.0,4523.801286270563,3245.448709467004,0.9495594026665748
20170725,sbarnes,010,-10.13,auto,0,500.0,1280.9322604523409,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,500.0,4794.181654171162,3513.2493937188215,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,500.0,4685.290712457677,3404.358452005336,0.9690056328172527
20170725,sbarnes,010,-10.13,auto,0,1000.0,1294.4151514321547,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,1000.0,5345.904841138575,4051.48968970642,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,1000.0,5215.790937309621,3921.375785877466,0.9678849228816914
20170725,sbarnes,010,-10.13,auto,0,5000.0,1289.7966424316166,0.0,0.0
20170725,sbarnes,010,-10.13,delta,0,5000.0,6850.069093261172,5560.272450829556,1.0
20170725,sbarnes,010,-10.13,RBS1027,130,5000.0,7290.728505099114,6000.931862667498,1.0792514064256327
