# Date : 2016-09-16
# Equipment : MACSQuant (Bjorkman lab)
# Description : 
# LacI titration with 6 different operators (O1new007, O1new008, O1new009, 01new010, 
# O1new011, O1new012) 
# and 7 different RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# Comments : 
# Things looks fine. Flow rate was the usual 3000/sec-6000/sec
date,username,operator,binding_energy,rbs,repressors,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160916,sbarnes,O1new007,-14.67,auto,0,2987.934664304088,0.0,0.0
20160916,sbarnes,O1new007,-14.67,delta,0,18948.838911114704,15960.904246810616,1.0
20160916,sbarnes,O1new007,-14.67,RBS1L,870,3070.224131999211,82.28946769512277,0.005155689578901285
20160916,sbarnes,O1new007,-14.67,RBS1,610,3070.191406849423,82.25674254533487,0.005153639247085378
20160916,sbarnes,O1new007,-14.67,RBS1027,130,3052.491545514072,64.55688120998411,0.004044688208870382
20160916,sbarnes,O1new007,-14.67,RBS446,62,3112.6497620458354,124.71509774174729,0.007813786475579444
20160916,sbarnes,O1new007,-14.67,RBS1147,30,3203.3535809614596,215.41891665737148,0.013496661174470582
20160916,sbarnes,O1new007,-14.67,HG104,11,3630.974106970545,643.039442666457,0.04028840927323728
20160916,sbarnes,O1new008,-13.93,auto,0,2979.2640546946277,0.0,0.0
20160916,sbarnes,O1new008,-13.93,delta,0,20818.034703944057,17838.77064924943,1.0
20160916,sbarnes,O1new008,-13.93,RBS1L,870,3074.5139351762114,95.24988048158366,0.005339486804018714
20160916,sbarnes,O1new008,-13.93,RBS1,610,2928.8006470147607,-50.46340767986703,-0.002828861286020867
20160916,sbarnes,O1new008,-13.93,RBS1027,130,3142.197568113078,162.93351341845027,0.009133673873726593
20160916,sbarnes,O1new008,-13.93,RBS446,62,3003.964413559417,24.70035886478945,0.0013846446793029834
20160916,sbarnes,O1new008,-13.93,RBS1147,30,3159.1903124644473,179.92625776981959,0.010086247606832147
20160916,sbarnes,O1new008,-13.93,HG104,11,3977.174526374088,997.9104716794604,0.05594054048345802
20160916,sbarnes,O1new009,-13.03,auto,0,2915.1746877823125,0.0,0.0
20160916,sbarnes,O1new009,-13.03,delta,0,12463.634578282028,9548.459890499715,1.0
20160916,sbarnes,O1new009,-13.03,RBS1L,870,3252.2448866547375,337.07019887242495,0.0353010017047665
20160916,sbarnes,O1new009,-13.03,RBS1,610,3355.933922488048,440.7592347057357,0.04616024361627902
20160916,sbarnes,O1new009,-13.03,RBS1027,130,3541.7114304935535,626.536742711241,0.06561652349135558
20160916,sbarnes,O1new009,-13.03,RBS446,62,4269.606034560859,1354.4313467785469,0.14184814748252172
20160916,sbarnes,O1new009,-13.03,RBS1147,30,4497.086145442309,1581.9114576599968,0.16567189638969182
20160916,sbarnes,O1new009,-13.03,HG104,11,7294.618165212124,4379.4434774298115,0.4586544351290787
20160916,sbarnes,O1new010,-12.13,auto,0,2930.9951214318107,0.0,0.0
20160916,sbarnes,O1new010,-12.13,delta,0,11612.22710357766,8681.231982145848,1.0
20160916,sbarnes,O1new010,-12.13,RBS1L,870,3474.860362490785,543.8652410589743,0.06264839393504382
20160916,sbarnes,O1new010,-12.13,RBS1,610,3558.0578926912194,627.0627712594087,0.07223200261772175
20160916,sbarnes,O1new010,-12.13,RBS1027,130,5040.290621761063,2109.2955003292527,0.24297190821156608
20160916,sbarnes,O1new010,-12.13,RBS446,62,6225.289124180844,3294.294002749033,0.3794730989246922
20160916,sbarnes,O1new010,-12.13,RBS1147,30,7546.223978148025,4615.228856716214,0.5316329371462564
20160916,sbarnes,O1new010,-12.13,HG104,11,9475.796337059059,6544.801215627248,0.753902352694587
20160916,sbarnes,O1new011,-12.79,auto,0,2943.453824922577,0.0,0.0
20160916,sbarnes,O1new011,-12.79,delta,0,13436.037345722481,10492.583520799904,1.0
20160916,sbarnes,O1new011,-12.79,RBS1L,870,3300.9966128701863,357.5427879476092,0.03407576286992013
20160916,sbarnes,O1new011,-12.79,RBS1,610,3343.993168317849,400.53934339527177,0.038173567320313934
20160916,sbarnes,O1new011,-12.79,RBS1027,130,3780.4798685794913,837.0260436569142,0.07977311231286757
20160916,sbarnes,O1new011,-12.79,RBS446,62,4366.82534107116,1423.3715161485834,0.13565500940039907
20160916,sbarnes,O1new011,-12.79,RBS1147,30,5135.985806151733,2192.5319812291564,0.20896016475664025
20160916,sbarnes,O1new011,-12.79,HG104,11,8052.135012375845,5108.681187453268,0.48688496758935557
20160916,sbarnes,O1new012,-13.07,auto,0,2910.277261601537,0.0,0.0
20160916,sbarnes,O1new012,-13.07,delta,0,9976.940645351062,7066.663383749525,1.0
20160916,sbarnes,O1new012,-13.07,RBS1L,870,3123.8646206895155,213.5873590879787,0.03022464032730687
20160916,sbarnes,O1new012,-13.07,RBS1,610,3127.189148920661,216.91188731912416,0.030695092654042928
20160916,sbarnes,O1new012,-13.07,RBS1027,130,3207.6724619407537,297.3952003392169,0.04208424601391173
20160916,sbarnes,O1new012,-13.07,RBS446,62,5256.247661062964,2345.970399461427,0.3319770975445374
20160916,sbarnes,O1new012,-13.07,RBS1147,30,3612.8219302082066,702.5446686066698,0.09941674457315161
20160916,sbarnes,O1new012,-13.07,HG104,11,4843.313775545485,1933.0365139439486,0.27354302999477137
