# Date : 2016-09-14
# Equipment : MACSQuant (Bjorkman lab)
# Description : 
# LacI titration with 6 different operators (O1new008, O1new009, 01new010, O1new012, O1new013, 
# O1new014) 
# and 7 different RBS (delta, HG104, RBS1147, RBS446, RBS1027, RBS1 and RBS1L)
# Comments : 
# Things looks fine. Flow rate was the usual 3000/sec-6000/sec
date,username,operator,binding_energy,rbs,repressors,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
20160914,sbarnes,O1new008,-13.93,auto,0,2972.0586532672396,0.0,0.0
20160914,sbarnes,O1new008,-13.93,delta,0,19733.36674720681,16761.30809393957,1.0
20160914,sbarnes,O1new008,-13.93,RBS1L,870,3088.476678147513,116.4180248802736,0.006945640771460264
20160914,sbarnes,O1new008,-13.93,RBS1,610,2925.285499767276,-46.77315349996343,-0.002790543150798315
20160914,sbarnes,O1new008,-13.93,RBS1027,130,3166.734197880235,194.6755446129955,0.011614579454176661
20160914,sbarnes,O1new008,-13.93,RBS446,62,3104.434116636677,132.3754633694375,0.007897680934419483
20160914,sbarnes,O1new008,-13.93,RBS1147,30,3411.431645377941,439.3729921107015,0.026213526393537672
20160914,sbarnes,O1new008,-13.93,HG104,11,4012.0979210973123,1040.0392678300727,0.06205000600198516
20160914,sbarnes,O1new009,-13.03,auto,0,2928.944684366619,0.0,0.0
20160914,sbarnes,O1new009,-13.03,delta,0,12468.578142485236,9539.633458118617,1.0
20160914,sbarnes,O1new009,-13.03,RBS1L,870,3314.0086985134158,385.0640141467966,0.04036465508211864
20160914,sbarnes,O1new009,-13.03,RBS1,610,3333.5979282277053,404.65324386108614,0.04241811235595323
20160914,sbarnes,O1new009,-13.03,RBS1027,130,3596.8053904649687,667.8607060983495,0.07000905318117573
20160914,sbarnes,O1new009,-13.03,RBS446,62,4230.129786673114,1301.1851023064946,0.13639780899538997
20160914,sbarnes,O1new009,-13.03,RBS1147,30,4673.041841593464,1744.0971572268445,0.18282643299492254
20160914,sbarnes,O1new009,-13.03,HG104,11,8125.153203230083,5196.208518863464,0.5446968734884964
20160914,sbarnes,O1new010,-12.13,auto,0,2891.4840475132014,0.0,0.0
20160914,sbarnes,O1new010,-12.13,delta,0,10727.81692669169,7836.332879178489,1.0
20160914,sbarnes,O1new010,-12.13,RBS1L,870,3593.7869898058675,702.3029422926661,0.08962137687625785
20160914,sbarnes,O1new010,-12.13,RBS1,610,3635.585771970381,744.1017244571794,0.09495534913202747
20160914,sbarnes,O1new010,-12.13,RBS1027,130,4781.66169424,1890.1776467267982,0.24120691091991392
20160914,sbarnes,O1new010,-12.13,RBS446,62,6071.843420267612,3180.3593727544103,0.4058479165943521
20160914,sbarnes,O1new010,-12.13,RBS1147,30,7473.613732021228,4582.129684508027,0.5847288208854635
20160914,sbarnes,O1new010,-12.13,HG104,11,8625.430140647986,5733.946093134785,0.7317129302112922
20160914,sbarnes,O1new012,-13.07,auto,0,2909.3372575164117,0.0,0.0
20160914,sbarnes,O1new012,-13.07,delta,0,8768.339802527133,5859.0025450107205,1.0
20160914,sbarnes,O1new012,-13.07,RBS1L,870,3106.920989793134,197.58373227672246,0.033723100606088054
20160914,sbarnes,O1new012,-13.07,RBS1,610,3076.7658378679084,167.42858035149675,0.028576294184079483
20160914,sbarnes,O1new012,-13.07,RBS1027,130,3224.071083130616,314.7338256142043,0.053717987523698614
20160914,sbarnes,O1new012,-13.07,RBS446,62,5156.603775239502,2247.2665177230906,0.3835578667970998
20160914,sbarnes,O1new012,-13.07,RBS1147,30,3582.9035090388857,673.566251522474,0.11496261459999785
20160914,sbarnes,O1new012,-13.07,HG104,11,4566.45486976197,1657.1176122455586,0.2828327176025363
20160914,sbarnes,O1new013,-14.23,auto,0,2878.6044415726906,0.0,0.0
20160914,sbarnes,O1new013,-14.23,delta,0,18932.386201107423,16053.781759534733,1.0
20160914,sbarnes,O1new013,-14.23,RBS1L,870,5981.4157964190435,3102.811354846353,0.19327603933593512
20160914,sbarnes,O1new013,-14.23,RBS1,610,5718.534686386801,2839.93024481411,0.17690101231925656
20160914,sbarnes,O1new013,-14.23,RBS1027,130,9730.999079303647,6852.394637730957,0.42683990229661317
20160914,sbarnes,O1new013,-14.23,RBS446,62,9730.999079303647,6852.394637730957,0.42683990229661317
20160914,sbarnes,O1new013,-14.23,RBS1147,30,14589.88972908523,11711.285287512539,0.7295032075888861
20160914,sbarnes,O1new013,-14.23,HG104,11,17926.897884372265,15048.293442799575,0.9373675105469791
20160914,sbarnes,O1new014,-10.46,auto,0,2853.948401465658,0.0,0.0
20160914,sbarnes,O1new014,-10.46,delta,0,34111.09787765844,31257.14947619278,1.0
20160914,sbarnes,O1new014,-10.46,RBS1L,870,7633.613531266466,4779.665129800808,0.1529142999249267
20160914,sbarnes,O1new014,-10.46,RBS1,610,8586.035127840218,5732.0867263745595,0.18338481987106478
20160914,sbarnes,O1new014,-10.46,RBS1027,130,19839.675375530976,16985.726974065317,0.5434189380257664
20160914,sbarnes,O1new014,-10.46,RBS446,62,4289.237998406704,1435.2895969410456,0.04591876165912838
20160914,sbarnes,O1new014,-10.46,RBS1147,30,30110.759287454133,27256.810885988474,0.8720184451480072
20160914,sbarnes,O1new014,-10.46,HG104,11,35450.42095110203,32596.47254963637,1.0428485353235328
